Institution Name,Grand total men (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total men (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total women (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total men (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total women (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total men (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Psychology  Bachelor's degree),Grand total women (C2016_A  First major  Psychology  Bachelor's degree),Grand total men (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total women (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total men (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total men (C2016_A  First major  History  Bachelor's degree),Grand total women (C2016_A  First major  History  Bachelor's degree),City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Total price for in-state students living on campus 2016-17 (DRVIC2016),Total price for out-of-state students living on campus 2016-16 (DRVIC2016),Applicants men (ADM2015),Applicants women (ADM2015),Admissions men (ADM2015),Admissions women (ADM2015),Percent of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Number of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Total women (EF2015  All students  Undergraduate total),Total men (EF2015  All students  Undergraduate total),Grand total (EF2015B  Undergraduate  Age under 25 total),Grand total (EF2015B  Undergraduate  Age 25 and over total),American Indian or Alaska Native total (EF2015A  All students total),Asian total (EF2015A  All students total),Black or African American total (EF2015A  All students total),Hispanic total (EF2015A  All students total),Native Hawaiian or Other Pacific Islander total (EF2015A  All students total),White total (EF2015A  All students total),Two or more races total (EF2015A  All students total),Race/ethnicity unknown total (EF2015A  All students total),Nonresident alien total (EF2015A  All students total),8-year Graduation rate - bachelor's degree within 200% of normal time (GR200_15),6-year Graduation rate - bachelor's degree within 150% of normal time (GR200_15),4-year Graduation rate - bachelor's degree within 100% of normal time (GR200_15),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),American Indian or Alaska Native total (C2016_A  First major  Grand total  Bachelor's degree),Asian total (C2016_A  First major  Grand total  Bachelor's degree),Black or African American total (C2016_A  First major  Grand total  Bachelor's degree),Hispanic or Latino total (C2016_A  First major  Grand total  Bachelor's degree),Native Hawaiian or Other Pacific Islander total (C2016_A  First major  Grand total  Bachelor's degree),White total (C2016_A  First major  Grand total  Bachelor's degree),Two or more races total (C2016_A  First major  Grand total  Bachelor's degree),Race/ethnicity unknown total (C2016_A  First major  Grand total  Bachelor's degree),Nonresident alien total (C2016_A  First major  Grand total  Bachelor's degree),Early Career($),Mid-Career($),SAT 25th percentile,SAT 75th percentile,ACT 25th percentile,ACT 75th percentile,AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15)
Sam Houston State University,68.0,106.0,27.0,3.0,4.0,7.0,22.0,49.0,10.0,11.0,34.0,31.0,31.0,161.0,42.0,63.0,57.0,110.0,20.0,128.0,376.0,411.0,28.0,31.0,Huntsville,www.shsu.edu/,1,TX,1,32,2,1,21236.0,31028.0,3415.0,5827.0,2361.0,4359.0,88,2083,10640,6761,14561,2820,102,308,3546,4039,28,10662,600,387,359,54.0,51.0,28.0,80,3470,13,48,474,651,3,2080,92,70,39,46700.0,84500.0,890.0,1090.0,56.0,73.0,0.271860289,0.475181041,0.643759482,0.458499879,0.77302357,0.11490467800000001,0.48245800299999997,133.0
Slippery Rock University of Pennsylvania,29.0,61.0,49.0,8.0,3.0,6.0,19.0,13.0,6.0,13.0,25.0,12.0,25.0,42.0,47.0,46.0,12.0,41.0,84.0,338.0,112.0,81.0,32.0,12.0,Slippery Rock,www.sru.edu,1,PA,1,32,2,1,23806.0,27660.0,2395.0,3386.0,1580.0,2372.0,85,1355,4318,3248,6977,589,15,64,417,196,6,7418,256,131,108,64.0,63.0,40.0,83,1666,1,9,51,27,1,1480,35,44,18,42900.0,79700.0,1330.0,1600.0,55.0,72.0,0.14359481,0.49006465899999996,0.254608487,0.45495475799999996,0.8020766029999999,0.07966224599999999,0.497205825,167.0
Southern University and A & M College,5.0,22.0,7.0,3.0,8.100638978,17.51118211,8.0,19.0,2.0,3.0,1.0,4.0,4.0,37.0,10.0,25.0,9.0,0.0,20.0,109.0,36.0,39.0,3.0,1.0,Baton Rouge,www.subr.edu,1,LA,1,12,2,1,22328.0,32328.0,1119.0,1386.0,873.0,1095.0,98,899,3396,1854,4275,969,17,154,5813,33,2,182,100,66,34,34.0,32.0,8.0,65,610,0,1,576,10,1,14,5,3,0,45100.0,80700.0,1245.0,1505.0,52.0,69.0,0.301333455,0.45695299799999994,0.173752099,0.459962306,0.823479017,0.080766818,0.48327119799999996,74.0
St John's University-New York,78.0,136.0,41.0,12.0,1.0,8.0,57.0,107.0,1.0,4.0,20.0,8.0,24.0,84.0,58.0,52.0,8.0,17.0,47.0,163.0,263.0,199.0,12.0,11.0,Queens,www.stjohns.edu,2,NY,1,11,2,1,58527.0,58527.0,14203.0,21883.0,9040.0,14389.0,98,2724,9174,7032,15722,480,36,3003,2749,2646,62,8766,734,1673,1208,57.0,55.0,36.0,80,1978,4,275,379,340,3,754,81,47,95,51800.0,108200.0,960.0,1180.0,22.0,27.0,0.057500097,0.491295429,0.75985432,0.43787461200000005,0.820336666,0.043787159000000006,0.5000042720000001,148.0
SUNY College at Oswego,106.0,122.0,26.0,0.0,5.0,13.0,42.0,70.0,3.0,6.0,29.0,13.0,23.0,121.0,32.0,31.0,54.0,69.0,36.87304075,182.1128527,262.0,148.0,23.0,10.0,Oswego,www.oswego.edu/,1,NY,1,32,2,1,23551.0,33401.0,4844.0,6041.0,2665.0,2887.0,99,1396,3583,3521,6644,460,13,213,547,774,9,6047,175,24,135,59.0,58.0,40.0,80,1639,3,31,95,137,0,1303,36,2,32,42800.0,82400.0,1010.0,1190.0,22.0,26.0,0.121135848,0.500032303,0.404312997,0.449982669,0.841304288,0.041811383,0.485052205,157.0
SUNY Oneonta,89.0,94.0,11.0,2.0,0.0,4.0,34.0,84.0,9.0,10.0,23.0,17.0,39.0,115.0,44.0,64.0,78.0,66.0,8.0,39.0,106.0,60.0,21.0,8.0,Oneonta,www.oneonta.edu,1,NY,1,33,2,1,23502.0,33352.0,4541.0,6886.0,2070.0,3497.0,92,1018,3516,2334,5712,138,12,124,202,642,4,4811,124,128,72,70.0,70.0,54.0,86,1499,2,24,48,117,1,1232,28,35,12,44200.0,84800.0,1000.0,1170.0,65.0,77.0,0.046074410999999996,0.479669635,0.368795505,0.45047642,0.8711356709999999,0.11534274900000001,0.485000614,194.0
The University of Tennessee-Martin,7.0,18.0,12.0,1.0,1.0,6.0,18.0,34.0,0.0,2.0,9.0,13.0,8.0,34.0,11.0,31.0,26.0,23.0,5.0,59.0,108.0,98.0,4.0,10.0,Martin,www.utm.edu,1,TN,1,33,2,1,20446.0,26206.0,1355.0,2045.0,940.0,1428.0,98,1150,3734,2701,5271,1164,8,41,1009,160,0,5281,144,0,184,50.0,46.0,21.0,75,1255,1,6,195,32,0,977,16,0,28,42500.0,71700.0,1248.4038460000002,1527.7227560000001,58.0,75.0,0.296378288,0.487191032,0.37852199299999995,0.467314952,0.805632282,0.08728607699999999,0.492388458,117.0
The University of Texas at Dallas,23.0,43.0,230.0,48.0,21.0,31.0,218.0,239.0,19.0,14.0,40.0,26.0,57.0,167.0,107.0,73.0,99.0,70.0,31.0,176.0,441.0,367.0,23.0,5.0,Richardson,www.utdallas.edu,1,TX,1,12,2,1,26580.0,44196.0,5978.0,5259.0,3794.0,3115.0,81,2004,6755,8820,12376,3199,40,5167,1220,3184,39,7857,784,433,5830,67.0,63.0,46.0,84,3082,6,833,185,528,11,1232,130,42,115,53600.0,97200.0,1680.0,2020.0,82.0,103.0,0.326434695,0.491242246,0.777379264,0.458206502,0.832570597,0.090726301,0.46903153700000005,176.0
University of California-Santa Cruz,42.56429652,80.27836611,259.0,54.0,90.0,148.0,349.0,425.0,32.0,15.0,112.0,61.0,120.0,328.0,185.0,381.0,115.0,180.0,36.87304075,182.1128527,151.0,117.0,81.0,34.0,Santa Cruz,www.ucsc.edu/,1,CA,1,13,2,1,35408.0,62090.0,20098.0,25434.0,9855.0,13042.0,81,3243,8524,7707,15502,729,21,3519,335,5239,38,6129,1265,371,951,75.0,73.0,50.0,88,4016,10,858,81,1156,9,1584,212,88,18,53500.0,103800.0,1560.0,1930.0,73.0,90.0,0.08579884800000001,0.498763884,0.75400071,0.448876063,0.879851996,0.08528302300000001,0.462557889,198.0
University of Dayton,42.0,104.0,12.0,2.0,5.0,2.0,31.0,58.0,4.0,10.0,7.0,9.0,21.0,72.0,32.0,34.0,6.0,35.0,44.0,106.0,297.0,214.0,8.0,4.0,Dayton,https://www.udayton.edu,2,OH,1,12,2,1,56370.0,56370.0,8849.0,8119.0,4876.0,4884.0,94,2045,4077,4588,8401,264,8,149,381,337,5,8229,168,272,1701,77.0,77.0,60.0,91,1869,2,21,45,51,0,1506,26,22,196,53700.0,102600.0,1550.0,1860.0,72.0,88.0,0.059085089,0.49831860899999997,0.43932783,0.451062232,0.75618759,0.085642551,0.500004435,214.0
University of Louisiana at Lafayette,29.0,76.0,64.0,6.0,5.0,14.0,28.0,53.0,6.0,0.0,18.0,16.0,21.0,71.0,27.0,44.0,74.0,46.0,94.0,559.0,205.0,206.0,10.0,15.0,Lafayette,www.louisiana.edu,1,LA,1,12,2,1,24002.0,37730.0,4557.0,6340.0,2623.0,3400.0,95,2749,8966,6904,13448,2422,77,373,3530,627,11,11746,307,208,629,50.0,45.0,13.0,76,2820,4,66,547,87,1,1928,45,69,73,46300.0,89100.0,930.0,1180.0,62.0,77.0,0.258663618,0.491589984,0.506090615,0.45004357899999997,0.7728031190000001,0.116022305,0.475281131,108.0
University of Massachusetts-Boston,24.0,33.0,110.0,18.0,4.0,15.0,85.0,98.0,11.0,9.0,18.0,7.0,60.0,233.0,153.0,138.0,19.0,32.0,52.0,336.0,259.0,236.0,25.0,11.0,Boston,www.umb.edu,1,MA,1,11,2,1,34672.75504,41856.580689999995,4129.0,5236.0,2845.0,3622.0,74,1063,7085,5864,8839,4102,27,1761,2319,1943,4,6924,409,1545,2098,48.0,44.0,15.0,78,2564,2,268,328,305,0,1174,62,197,228,50400.0,87700.0,950.0,1160.0,58.98746082,75.48119122,0.433038662,0.49559268799999995,0.769076668,0.46352793600000003,0.842089082,0.11269378199999999,0.49560066700000005,107.0
University of North Carolina at Asheville,22.0,21.0,22.0,3.0,7.0,18.0,9.0,35.0,15.0,14.0,23.0,15.0,25.0,64.0,38.0,32.0,39.0,47.0,15.0,31.0,32.0,31.0,18.0,13.0,Asheville,https://www.unca.edu,1,NC,1,13,2,1,19323.0,35718.0,1251.0,2034.0,937.0,1642.0,70,438,2162,1696,3044,814,27,56,159,188,1,3114,140,146,60,61.0,60.0,37.0,79,763,4,8,20,30,1,644,15,36,5,40900.0,69400.0,1570.0,1860.0,67.0,84.0,0.333032936,0.49283287600000003,0.353682713,0.466622511,0.901845628,0.080800438,0.455645349,158.0
University of Northern Colorado,57.0,69.0,53.25186289,12.02682563,3.0,19.0,18.0,33.0,10.0,16.0,35.0,17.0,34.0,106.0,40.0,69.0,61.0,77.0,32.0,264.0,127.0,80.0,16.0,20.0,Greeley,www.unco.edu,1,CO,1,12,2,1,23618.0,35204.0,2491.0,4652.0,2150.0,4232.0,87,1663,5939,3491,8259,1171,40,204,444,1873,22,7244,395,1661,333,48.0,46.0,27.0,72,1901,7,23,54,290,3,1099,45,360,20,45000.0,84000.0,910.0,1160.0,56.0,75.0,0.21753895,0.466354145,0.604053695,0.45430314299999996,0.870823825,0.11200280900000001,0.48061014700000004,121.0
University of Notre Dame,42.56429652,80.27836611,56.0,21.0,9.0,25.0,53.0,80.0,27.0,22.0,24.0,13.0,17.0,75.0,113.0,133.0,19.0,55.0,43.0,61.0,385.0,266.0,21.0,20.0,Notre Dame,www.nd.edu,2,IN,1,21,2,1,67043.0,67043.0,8998.0,9159.0,1871.0,1724.0,58,1175,4050,4412,8448,14,20,613,404,1165,4,8130,467,218,1271,95.0,95.0,90.0,98,2135,7,150,68,230,0,1466,94,21,99,62500.0,127900.0,1350.0,1530.0,32.0,34.0,0.0033038259999999997,0.499143944,0.539024239,0.441010521,0.799499417,0.043817579,0.500003729,280.0
University of Wisconsin-Eau Claire,41.0,82.0,50.0,4.0,9.0,26.0,43.0,68.0,37.0,32.0,65.0,31.0,16.0,104.0,66.0,42.0,45.0,69.0,45.0,249.0,263.0,205.0,12.0,15.0,Eau Claire,www.uwec.edu,1,WI,1,13,2,1,19900.0,27473.0,2138.0,3668.0,1721.0,3226.0,74,1554,6078,3939,9315,702,25,386,97,244,9,9377,196,28,230,69.0,67.0,26.0,80,2127,5,67,10,39,0,1925,30,0,51,49100.0,87500.0,1248.4038460000002,1527.7227560000001,71.0,86.0,0.130352084,0.47724862100000004,0.21385126899999998,0.460491185,0.851425173,0.10135738300000001,0.487232836,162.0
Villanova University,32.0,115.0,13.0,7.0,1.0,15.0,44.0,72.0,12.0,16.0,27.0,26.0,8.0,53.0,131.0,97.0,0.0,1.0,32.0,208.0,281.0,191.0,7.0,3.0,Villanova,www.villanova.edu,2,PA,1,21,2,1,65773.0,65773.0,7629.0,8577.0,3560.0,4201.0,64,1066,3668,3309,6474,502,10,649,625,713,9,7674,207,454,370,90.0,90.0,86.0,96,1770,1,116,88,135,2,1327,38,28,35,61400.0,114700.0,1790.0,2090.0,85.0,98.0,0.133584394,0.49874768700000005,0.47222887799999996,0.45419833600000004,0.8067874759999999,0.086045085,0.500003801,266.0
Virginia State University,36.0,54.0,9.0,2.0,8.100638978,17.51118211,6.0,27.0,4.0,13.0,0.0,1.0,11.0,53.0,8.0,15.0,12.0,13.0,36.87304075,182.1128527,57.0,70.0,6.0,5.0,Petersburg,www.vsu.edu,1,VA,1,21,2,1,22009.0,32539.0,2437.0,4213.0,1771.0,3348.0,92,833,2456,1785,3804,418,14,28,4041,100,0,130,0,332,51,50.0,46.0,25.0,73,856,1,1,711,23,0,33,0,86,1,42600.0,73200.0,1140.0,1390.0,44.0,61.0,0.17844862399999997,0.48759859899999997,0.253179467,0.465090327,0.810598388,0.076549688,0.48137641299999995,121.0
Augsburg College,11.0,17.0,9.0,1.0,0.0,1.0,9.0,10.0,11.0,1.0,18.0,8.0,15.0,36.0,25.0,22.0,9.0,15.0,10.0,76.0,76.0,59.0,5.0,3.0,Minneapolis,www.augsburg.edu,2,MN,1,11,2,1,49743.0,49743.0,1269.0,1656.0,735.0,996.0,98,383,1319,1155,1847,627,48,217,330,187,4,1884,67,631,90,67.0,64.0,47.0,79,558,3,48,49,27,1,337,18,54,21,47400.0,84100.0,1440.0,1765.0,61.0,83.0,0.378565141,0.49800415200000003,0.653212491,0.46105860299999996,0.836026926,0.08232276,0.500005026,178.0
Biola University,31.0,89.0,10.0,0.0,0.0,5.0,15.0,40.0,3.0,5.0,5.0,3.0,22.0,67.0,29.0,50.0,46.0,63.0,6.0,73.0,94.0,48.0,3.0,7.0,La Mirada,www.biola.edu,2,CA,1,21,2,1,52242.0,52242.0,1230.0,2644.0,778.0,1928.0,95,896,2683,1547,4008,221,11,1282,185,1008,8,2936,324,198,275,69.0,68.0,49.0,85,991,3,171,17,154,2,540,68,12,24,47000.0,89000.0,1470.0,1850.0,63.0,84.0,0.09907802,0.464048026,0.705359152,0.45231734,0.8634561820000001,0.081227486,0.500004785,186.0
Boston University,142.0,446.0,80.0,36.0,10.0,31.0,136.0,212.0,57.0,41.0,43.0,33.0,54.0,180.0,210.0,327.0,39.0,121.0,115.0,295.0,425.0,469.0,32.0,28.0,Boston,www.bu.edu,2,MA,1,11,2,1,68060.0,68060.0,22988.0,31793.0,6815.0,11056.0,54,2132,10812,7120,15931,525,29,3487,1303,2686,33,14072,882,2744,6922,85.0,84.0,80.0,93,4230,3,586,142,378,7,2008,144,239,723,56100.0,113500.0,1800.0,2100.0,88.0,104.0,0.061774632999999995,0.47883158,0.734546218,0.442730644,0.85545386,0.08946037800000001,0.5000036729999999,249.0
California Baptist University,14.0,40.0,7.0,0.0,1.0,4.0,22.0,29.0,3.0,5.0,2.0,1.0,22.0,103.0,11.0,32.0,6.0,21.0,39.0,216.0,124.0,134.0,5.0,9.0,Riverside,www.calbaptist.edu,2,CA,1,11,2,1,44538.0,44538.0,1508.0,2672.0,1000.0,1734.0,96,1019,4161,2469,5005,1625,51,418,701,2858,70,3335,416,454,238,61.0,58.0,41.0,76,1335,4,75,94,392,5,633,41,72,19,43300.0,71900.0,1240.0,1610.0,50.0,72.0,0.370105804,0.46750607,0.722804892,0.469186594,0.78548881,0.078755924,0.500005613,160.0
California State University-Stanislaus,23.0,50.0,33.0,7.0,4.0,10.0,34.0,57.0,13.0,7.0,22.0,18.0,43.0,202.0,54.0,156.0,20.0,14.0,22.0,91.0,194.0,201.0,15.0,11.0,Turlock,www.csustan.edu,1,CA,1,23,2,1,19826.0,30986.0,2535.0,4546.0,1643.0,3358.0,90,1078,5158,2941,6438,1661,34,951,219,4438,50,2408,345,549,288,58.0,52.0,18.0,81,1829,12,209,38,744,10,553,69,159,35,47000.0,90300.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.326092965,0.46259100799999997,0.688602388,0.450274852,0.828028144,0.08816088,0.475890004,128.0
Carnegie Mellon University,1.0,0.0,121.0,36.0,4.0,9.0,10.0,29.0,65.0,29.0,65.0,45.0,12.0,33.0,32.0,25.0,59.0,75.0,36.87304075,182.1128527,50.0,43.0,4.0,2.0,Pittsburgh,www.cmu.edu/,2,PA,1,11,2,1,67980.0,67980.0,12913.0,7634.0,2460.0,2413.0,52,773,2716,3333,5946,103,11,2195,386,620,3,3539,327,656,5226,90.0,88.0,74.0,98,1336,1,356,61,85,0,529,47,68,189,70900.0,126400.0,2030.0,2300.0,93.0,104.0,0.033480872,0.494879778,0.728585232,0.46043818700000005,0.865198754,0.083264346,0.500003678,252.0
Cedarville University,23.0,28.0,7.0,2.0,0.0,10.0,20.0,17.0,3.0,1.0,14.0,4.0,8.0,18.0,2.0,1.0,21.0,42.0,34.0,103.0,51.0,18.0,5.0,7.0,Cedarville,www.cedarville.edu,2,OH,1,31,2,1,37890.0,37890.0,1359.0,1800.0,1018.0,1326.0,99,780,1760,1593,3308,45,16,83,85,96,1,3098,99,118,58,73.0,73.0,61.0,86,678,5,11,12,12,0,605,9,18,6,48600.0,83800.0,1580.0,1920.0,70.0,86.0,0.026489297999999998,0.49890846899999997,0.27817806100000003,0.464662467,0.831601502,0.081720134,0.500006598,207.0
Christopher Newport University,58.0,92.0,51.0,16.0,5.0,11.0,57.0,102.0,7.0,11.0,17.0,13.0,16.0,129.0,87.0,79.0,27.0,39.0,36.87304075,182.1128527,68.0,83.0,36.0,24.0,Newport News,cnu.edu/,1,VA,1,12,2,1,28756.0,40382.0,3120.0,4246.0,1714.0,2713.0,71,874,2872,2179,4981,70,18,138,408,233,3,3844,242,265,21,66.0,66.0,50.0,87,1192,4,26,88,63,1,893,58,58,1,47300.0,79800.0,1580.0,1850.0,23.0,27.0,0.027338572000000002,0.49068515,0.436061559,0.467311365,0.8842809229999999,0.028330905,0.485868733,182.0
Clarion University of Pennsylvania,25.0,24.0,28.0,3.0,3.0,3.0,13.0,22.0,5.0,7.0,20.0,8.0,7.0,21.0,23.0,25.0,13.0,10.0,34.0,214.0,99.0,54.0,6.0,9.0,Clarion,www.clarion.edu,1,PA,1,33,2,1,26029.0,30506.0,791.0,1424.0,741.0,1387.0,91,849,2868,1687,3752,798,10,39,385,124,4,4452,134,177,43,55.0,54.0,33.0,73,913,0,3,48,18,0,802,19,19,4,41900.0,81700.0,1240.0,1520.0,49.0,66.0,0.289313289,0.466490515,0.305329847,0.448159542,0.7948060490000001,0.076826722,0.49687327,142.0
Colorado State University-Pueblo,23.0,39.0,32.0,5.0,6.0,5.0,8.0,29.0,4.0,4.0,3.0,8.0,18.0,31.0,47.0,54.0,14.0,26.0,6.0,70.0,76.0,53.0,12.0,8.0,Pueblo,www.csupueblo.edu,1,CO,1,12,2,1,24909.0,39491.0,2555.0,3623.0,2413.0,3511.0,89,779,2669,2337,4043,963,39,89,350,1629,12,3516,248,1538,142,36.0,33.0,18.0,64,781,8,9,48,266,0,377,25,25,23,45500.0,81000.0,850.0,1095.0,52.0,69.0,0.310788612,0.49790026200000004,0.693550531,0.460626366,0.8714285709999999,0.11032770900000001,0.47437241700000005,87.0
Duquesne University,25.0,52.0,37.0,16.0,3.0,6.0,38.0,108.0,15.0,10.0,12.0,5.0,16.0,55.0,26.0,26.0,20.0,13.0,67.0,382.0,227.0,153.0,9.0,4.0,Pittsburgh,www.duq.edu,2,PA,1,11,2,1,50422.0,50422.0,2534.0,4810.0,1965.0,3592.0,99,1322,3702,2259,5636,325,3,205,462,259,6,7509,249,146,565,76.0,76.0,66.0,85,1484,2,27,71,37,1,1243,35,18,50,49600.0,88800.0,1040.0,1210.0,68.0,83.0,0.103114315,0.470779192,0.354950091,0.459891725,0.780694294,0.11791961699999999,0.500004958,218.0
Emory University,2.0,3.0,26.0,13.0,6.0,23.0,147.0,221.0,28.0,33.0,33.0,22.0,24.0,100.0,174.0,183.0,17.0,24.0,17.0,181.0,212.0,177.0,19.0,15.0,Atlanta,www.emory.edu,2,GA,1,21,2,1,65080.0,65080.0,8324.0,12168.0,2120.0,2731.0,48,660,3991,2876,6652,215,24,1968,1410,865,10,6147,331,747,2286,92.0,91.0,84.0,94,1933,4,425,192,130,1,741,45,86,309,56700.0,109800.0,1910.0,2220.0,95.0,110.0,0.060666627,0.486888771,0.736100682,0.449148059,0.8341432679999999,0.090127204,0.5000038410000001,267.0
Gannon University,2.0,7.0,4.0,0.0,8.100638978,17.51118211,26.0,31.0,0.0,2.0,2.0,2.0,3.0,14.0,5.0,2.0,2.0,1.0,23.0,152.0,36.0,26.0,3.0,1.0,Erie,www.gannon.edu,2,PA,1,13,2,1,45608.0,45608.0,1913.0,2300.0,1397.0,1795.0,96,573,1750,1365,2871,243,7,68,179,90,10,3126,65,138,733,65.0,64.0,48.0,84,563,3,10,23,9,1,460,5,10,42,48100.0,84100.0,923.0,1130.0,58.0,76.0,0.143936763,0.49252018799999997,0.468176465,0.462925861,0.7175321109999999,0.11508661099999999,0.5000054820000001,177.0
Idaho State University,16.0,20.0,30.0,3.0,8.0,15.0,49.0,46.0,2.0,1.0,27.0,4.0,12.0,42.0,27.0,40.0,8.0,18.0,75.0,237.0,90.0,64.0,11.0,13.0,Pocatello,www.isu.edu/,1,ID,1,13,2,1,20540.0,34607.0,4901.4245009999995,6153.725071,2628.170274,3496.803419,73,1135,5880,5320,7918,3282,122,188,157,1182,24,9264,326,393,1422,38.0,31.0,11.0,72,1228,14,14,16,99,3,896,33,32,121,49100.0,84900.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.414368566,0.498794535,0.47691774200000003,0.464315116,0.807198636,0.08816088,0.46747509600000003,80.0
Indiana University-Southeast,12.0,26.0,27.0,10.0,3.0,10.0,16.0,25.0,6.0,6.0,10.0,5.0,14.0,64.0,17.0,15.0,7.0,7.0,12.0,117.0,97.0,73.0,5.0,3.0,New Albany,https://ius.edu/,1,IN,1,21,2,1,19991.0,31601.0,750.0,1180.0,617.0,1015.0,81,726,3396,2358,4187,1567,8,88,376,215,6,5191,157,115,17,35.0,30.0,9.0,62,847,0,14,46,24,2,738,13,8,2,39600.0,67700.0,1240.0,1560.0,58.0,77.0,0.39640372,0.48381268,0.28741212899999996,0.46571309899999996,0.833264531,0.087791725,0.47468885,74.0
Jacksonville State University,23.0,29.0,16.0,3.0,0.0,3.0,25.0,43.0,7.0,11.0,4.0,7.0,5.0,30.0,33.0,15.0,27.0,28.0,67.0,292.0,96.0,103.0,23.0,14.0,Jacksonville,www.jsu.edu/,1,AL,1,13,2,1,21132.0,28332.0,1362.0,1723.0,920.0,1136.0,92,1070,4203,3180,6043,1339,63,53,1808,92,5,5835,0,245,213,36.0,31.0,10.0,74,1386,10,6,181,11,0,663,0,477,38,41700.0,75300.0,890.0,1100.0,58.0,79.0,0.297011948,0.49046677899999996,0.45845583700000003,0.458767892,0.7750320959999999,0.120579336,0.489415978,77.0
Lipscomb University,8.0,24.0,7.0,1.0,2.0,3.0,24.0,36.0,2.0,4.0,3.0,0.0,13.0,35.0,5.0,3.0,12.0,14.0,8.0,61.0,78.0,74.0,10.0,2.0,Nashville,www.lipscomb.edu,2,TN,1,11,2,1,46046.0,46046.0,1165.0,2146.0,726.0,1286.0,99,622,1863,1167,2584,443,9,138,430,240,6,3522,92,167,76,65.0,64.0,44.0,84,658,1,13,39,28,0,531,24,12,10,46000.0,83200.0,1015.0,1270.0,68.0,88.0,0.24994524899999998,0.473774634,0.42024914,0.458552946,0.8073001759999999,0.11969698,0.500005429,173.0
Mansfield University of Pennsylvania,20.0,21.0,16.0,3.0,1.0,0.0,9.0,13.0,1.0,1.0,2.0,3.0,3.0,40.0,25.0,11.0,20.0,36.0,13.0,63.0,13.0,19.0,6.0,4.0,Mansfield,www.mansfield.edu,1,PA,1,32,2,1,28200.0,37584.0,684.0,1234.0,597.0,1101.0,92,500,1344,905,2005,244,6,21,212,75,1,1949,43,35,10,52.0,51.0,35.0,76,478,2,4,34,13,1,401,4,13,6,41800.0,73600.0,1240.0,1580.0,50.0,67.0,0.193530062,0.48116284200000004,0.303982673,0.46203644899999996,0.8687705659999999,0.076525287,0.489833125,138.0
Mercer University,19.0,12.0,18.0,10.0,6.0,11.0,30.0,46.0,3.0,3.0,3.0,7.0,10.0,28.0,36.0,45.0,7.0,13.0,15.0,123.0,90.0,81.0,8.0,2.0,Macon,www.mercer.edu,2,GA,1,12,2,1,50514.0,50514.0,1901.0,2658.0,1285.0,1764.0,99,795,2831,1836,3169,1498,34,609,2567,352,16,4109,172,433,308,61.0,59.0,44.0,87,929,9,60,276,37,2,449,20,42,34,46600.0,75100.0,1640.0,1935.0,73.0,90.0,0.43599500399999996,0.47737536799999997,0.6721699390000001,0.472583181,0.836140575,0.08343173,0.500004949,164.0
