Institution Name,Grand total men (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total men (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total women (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total men (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total women (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total men (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Psychology  Bachelor's degree),Grand total women (C2016_A  First major  Psychology  Bachelor's degree),Grand total men (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total women (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total men (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total men (C2016_A  First major  History  Bachelor's degree),Grand total women (C2016_A  First major  History  Bachelor's degree),City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Total price for in-state students living on campus 2016-17 (DRVIC2016),Total price for out-of-state students living on campus 2016-16 (DRVIC2016),Applicants men (ADM2015),Applicants women (ADM2015),Admissions men (ADM2015),Admissions women (ADM2015),Percent of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Number of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Total women (EF2015  All students  Undergraduate total),Total men (EF2015  All students  Undergraduate total),Grand total (EF2015B  Undergraduate  Age under 25 total),Grand total (EF2015B  Undergraduate  Age 25 and over total),American Indian or Alaska Native total (EF2015A  All students total),Asian total (EF2015A  All students total),Black or African American total (EF2015A  All students total),Hispanic total (EF2015A  All students total),Native Hawaiian or Other Pacific Islander total (EF2015A  All students total),White total (EF2015A  All students total),Two or more races total (EF2015A  All students total),Race/ethnicity unknown total (EF2015A  All students total),Nonresident alien total (EF2015A  All students total),8-year Graduation rate - bachelor's degree within 200% of normal time (GR200_15),6-year Graduation rate - bachelor's degree within 150% of normal time (GR200_15),4-year Graduation rate - bachelor's degree within 100% of normal time (GR200_15),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),American Indian or Alaska Native total (C2016_A  First major  Grand total  Bachelor's degree),Asian total (C2016_A  First major  Grand total  Bachelor's degree),Black or African American total (C2016_A  First major  Grand total  Bachelor's degree),Hispanic or Latino total (C2016_A  First major  Grand total  Bachelor's degree),Native Hawaiian or Other Pacific Islander total (C2016_A  First major  Grand total  Bachelor's degree),White total (C2016_A  First major  Grand total  Bachelor's degree),Two or more races total (C2016_A  First major  Grand total  Bachelor's degree),Race/ethnicity unknown total (C2016_A  First major  Grand total  Bachelor's degree),Nonresident alien total (C2016_A  First major  Grand total  Bachelor's degree),Early Career($),Mid-Career($),SAT 25th percentile,SAT 75th percentile,ACT 25th percentile,ACT 75th percentile,AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15)
University of Southern Indiana,31.0,56.0,42.0,2.0,6.0,11.0,20.0,34.0,6.0,11.0,6.0,4.0,15.0,76.0,20.0,25.0,19.0,43.0,46.0,368.0,138.0,107.0,25.0,11.0,Evansville,www.usi.edu,1,IN,1,22,2,1,19943.0,30185.0,2144.0,4071.0,1467.0,2842.0,88,1402,5964,3798,8545,1217,28,159,444,268,9,9292,253,14,204,40.0,37.0,15.0,71,1536,8,20,52,37,1,1346,34,22,16,42900.0,75600.0,1310.0,1625.0,60.0,80.0,0.218272752,0.475433166,0.23881880100000002,0.461929872,0.7942027190000001,0.086939503,0.47913685100000003,92.0
University of Wisconsin-Green Bay,29.0,37.0,23.0,1.0,5.0,16.0,10.0,22.0,6.0,6.0,9.0,8.0,18.0,81.0,23.0,15.0,23.0,32.0,10.0,113.0,117.0,133.0,13.0,11.0,Green Bay,www.uwgb.edu,1,WI,1,12,2,1,19084.0,26657.0,699.0,1438.0,561.0,1249.0,85,642,4362,2171,4780,1746,97,208,104,258,8,5822,155,23,109,49.0,46.0,20.0,75,1285,15,23,17,41,1,1150,22,1,15,41400.0,71300.0,1248.4038460000002,1527.7227560000001,67.0,84.0,0.391989601,0.443829992,0.260438181,0.464810455,0.829614773,0.097883974,0.48630514,115.0
Washington University in St Louis,0.0,1.0,81.0,19.0,16.0,24.0,91.0,100.0,37.0,17.0,44.0,19.0,27.0,126.0,98.0,119.0,27.0,65.0,7.0,11.0,120.0,99.0,10.0,12.0,Saint Louis,www.wustl.edu,2,MO,1,21,2,1,69754.0,69754.0,14219.0,15040.0,2401.0,2497.0,48,834,3940,3564,6913,591,47,1939,853,738,4,7364,413,533,2797,95.0,94.0,88.0,96,1762,5,312,95,93,0,949,70,70,168,60100.0,113400.0,2090.0,2320.0,104.0,114.0,0.145129688,0.498811137,0.687767065,0.45281527299999996,0.867277898,0.08979088,0.500003584,277.0
Western Carolina University,22.0,25.0,14.0,1.0,5.0,12.0,27.0,50.0,9.0,7.0,13.0,22.0,22.0,67.0,34.0,50.0,38.0,67.0,75.0,279.0,193.0,151.0,17.0,14.0,Cullowhee,www.wcu.edu,1,NC,1,32,2,1,20920.0,31313.0,7153.0,10546.0,2924.0,4203.0,84,1463,4836,3985,7176,1645,74,143,661,574,12,8173,384,109,210,53.0,51.0,32.0,80,1992,19,26,113,82,3,1614,49,19,67,42400.0,71700.0,1370.0,1660.0,58.0,72.0,0.303453339,0.49540251399999996,0.36732374100000004,0.467032954,0.810174238,0.078918581,0.480213901,136.0
Western Illinois University,74.0,65.0,47.0,4.0,4.0,4.0,19.0,54.0,4.0,4.0,30.0,21.0,21.0,54.0,26.0,27.0,33.0,49.0,12.0,76.0,174.0,130.0,12.0,11.0,Macomb,www.wiu.edu,1,IL,1,33,2,1,25045.0,29316.0,4738.0,6139.0,2732.0,3802.0,88,1387,4599,4542,7746,1395,15,105,1895,1049,9,7001,257,258,505,58.0,56.0,29.0,68,2181,3,19,261,182,1,1577,49,71,18,44100.0,81400.0,1248.4038460000002,1527.7227560000001,53.0,70.0,0.258667456,0.5000352610000001,0.560986599,0.455836397,0.840986971,0.08128115,0.496922727,143.0
Western Michigan University,56.0,130.0,63.0,10.0,14.0,21.0,69.0,76.0,8.0,1.0,22.0,9.0,52.0,154.0,63.0,37.0,80.0,126.0,70.0,353.0,505.0,241.0,9.0,5.0,Kalamazoo,https://wmich.edu/,1,MI,1,13,2,1,24368.0,39726.0,6823.0,8352.0,5504.0,6997.0,83,2453,9142,9425,16129,2438,93,430,2644,1162,25,16415,689,239,1832,59.0,55.0,24.0,79,3644,8,54,339,177,8,2789,115,34,120,48100.0,88200.0,880.0,1160.0,56.0,75.0,0.22814505300000001,0.499910764,0.49172180600000004,0.456725365,0.8112750320000001,0.113451933,0.471299245,138.0
Clemson University,3.0,1.0,96.0,13.0,12.0,44.0,141.0,205.0,17.0,25.0,27.0,16.0,47.0,169.0,150.0,112.0,33.0,92.0,39.0,229.0,448.0,283.0,41.0,24.0,Clemson,www.clemson.edu,1,SC,1,21,2,1,28662.0,48544.0,10305.0,12091.0,5238.0,6245.0,91,3162,8496,9520,17320,696,35,470,1419,687,14,17627,534,343,1569,84.0,83.0,59.0,93,3981,3,73,196,111,4,3370,88,107,29,54300.0,101100.0,1150.0,1350.0,27.0,31.0,0.074283864,0.498412365,0.38666413899999996,0.454654765,0.8291948140000001,0.044337043,0.466848069,226.0
Cleveland State University,50.0,85.0,31.0,1.0,6.0,11.0,33.0,48.0,14.0,10.0,12.0,14.0,46.0,162.0,113.0,121.0,49.0,51.0,99.0,321.0,243.0,172.0,15.0,2.0,Cleveland,www.csuohio.edu/,1,OH,1,11,2,1,26038.0,30089.0,4334.0,6176.0,2767.0,3968.0,88,1368,6387,5714,8839,3262,38,527,2852,765,20,10390,456,337,1530,35.0,32.0,8.0,71,2316,3,71,323,106,4,1599,50,48,112,46900.0,81300.0,1320.0,1690.0,61.0,83.0,0.393831505,0.498494667,0.582702962,0.464002928,0.834676043,0.08717126,0.497404203,75.0
Cornell University,27.0,58.0,201.0,103.0,13.0,20.0,211.0,327.0,33.0,15.0,59.0,36.0,11.0,36.0,186.0,157.0,21.0,68.0,36.87304075,182.1128527,277.0,277.0,19.0,17.0,Ithaca,www.cornell.edu,2,NY,1,13,2,1,67613.0,67613.0,22594.0,19306.0,2962.0,3353.0,53,1705,7380,6935,14165,150,69,3223,1069,2099,19,8423,795,1557,4650,94.0,93.0,87.0,97,3758,9,646,185,411,3,1612,171,334,387,65600.0,123900.0,1330.0,1530.0,30.0,34.0,0.020738888,0.499551719,0.7688152070000001,0.45267759999999996,0.845468579,0.042832145,0.500003698,274.0
Delaware State University,31.0,44.0,9.0,3.0,0.0,2.0,10.0,34.0,2.0,2.0,7.0,6.0,10.0,46.0,22.0,50.0,7.0,13.0,7.0,59.0,42.0,42.0,2.0,1.0,Dover,www.desu.edu,1,DE,1,13,2,1,22058.0,30664.0,2795.0,5346.0,1098.0,2519.0,96,847,2494,1449,3722,221,9,48,2926,235,4,501,185,162,218,39.0,37.0,18.0,72,699,4,6,512,32,0,90,18,8,29,43400.0,77600.0,1200.0,1430.0,48.0,62.0,0.105841318,0.46499837299999996,0.513684638,0.460059809,0.86408475,0.077096708,0.486686633,94.0
East Central University,7.0,21.0,21.0,0.0,8.100638978,17.51118211,15.0,31.0,7.0,9.0,6.0,4.0,8.0,14.0,12.0,6.0,11.0,11.0,25.0,110.0,32.0,50.0,15.0,2.0,Ada,https://www.ecok.edu,1,OK,1,33,2,1,16239.0,25359.0,1016.0,1382.0,538.0,565.0,91,518,2136,1546,2701,741,621,16,149,217,9,2551,401,87,393,35.0,34.0,17.0,64,683,98,2,18,35,0,397,63,10,60,43000.0,76400.0,870.0,1070.0,50.0,68.0,0.337969298,0.487294076,0.63935401,0.460878866,0.8442650840000001,0.108151879,0.47597806600000003,86.0
East Tennessee State University,24.0,48.0,51.0,14.0,5.0,13.0,22.0,27.0,13.0,16.0,28.0,16.0,29.0,100.0,44.0,54.0,26.0,54.0,110.0,435.0,184.0,118.0,20.0,17.0,Johnson City,www.etsu.edu,1,TN,1,13,2,1,23083.0,40315.0,3377.0,4876.0,2702.0,3836.0,94,1907,6374,5018,9136,2256,33,237,909,293,10,11625,350,276,601,45.0,41.0,17.0,71,2320,6,39,112,49,1,1964,53,25,71,42000.0,71600.0,840.0,1130.0,57.0,77.0,0.31766060100000004,0.492959095,0.335439168,0.466057465,0.79768996,0.11932076,0.463067868,103.0
Eastern Kentucky University,42.0,63.0,22.0,1.0,6.0,31.0,31.0,44.0,8.0,7.0,23.0,12.0,28.0,114.0,27.0,26.0,17.0,35.0,70.0,359.0,147.0,78.0,17.0,13.0,Richmond,www.eku.edu,1,KY,1,32,2,1,21334.0,30646.0,4179.0,6036.0,2832.0,4383.0,97,2466,8181,6146,11125,3202,47,147,972,391,16,13949,379,661,282,42.0,39.0,18.0,74,2547,8,23,121,35,2,2238,41,29,50,42600.0,77900.0,1280.0,1645.0,60.0,82.0,0.347113205,0.48994658700000004,0.308445876,0.457095097,0.8120191729999999,0.08834018099999999,0.48396269700000005,99.0
Kutztown University of Pennsylvania,55.0,64.0,36.0,3.0,2.0,7.0,21.0,33.0,7.0,2.0,26.0,13.0,42.0,135.0,41.0,51.0,51.0,84.0,36.87304075,182.1128527,208.0,138.0,15.0,6.0,Kutztown,www.kutztown.edu/,1,PA,1,31,2,1,24614.0,35706.0,3430.0,4593.0,2834.0,3765.0,90,1596,4505,3783,7801,484,10,101,732,640,15,6964,245,195,93,56.0,55.0,34.0,73,1804,1,23,117,112,3,1446,40,42,20,42600.0,78000.0,1270.0,1560.0,51.0,66.0,0.110025419,0.49626546200000005,0.388250434,0.45692317200000004,0.845211563,0.07627626400000001,0.483100989,145.0
Millersville University of Pennsylvania,39.0,84.0,34.0,1.0,5.0,13.0,41.0,62.0,9.0,22.0,46.0,32.0,24.0,94.0,83.0,64.0,24.0,41.0,5.0,51.0,111.0,85.0,17.0,13.0,Millersville,www.millersville.edu,1,PA,1,21,2,1,28332.0,37692.0,2564.0,3489.0,1830.0,2592.0,85,1142,3931,3124,6307,747,11,197,690,616,8,6148,189,46,54,62.0,61.0,37.0,76,1458,3,41,117,92,0,1162,28,5,10,45000.0,79800.0,1330.0,1630.0,19.0,24.0,0.189393072,0.49352776600000003,0.389152076,0.46112610600000004,0.8843423420000001,0.028237362999999998,0.489958532,160.0
Northeastern Illinois University,45.0,47.0,69.0,6.0,5.0,15.0,37.0,67.0,15.0,10.0,22.0,10.0,28.0,79.0,67.0,80.0,9.0,31.0,15.0,18.0,155.0,143.0,37.0,11.0,Chicago,www.neiu.edu/,1,IL,1,11,2,1,30127.0,38503.0,1912.0,2435.0,1210.0,1698.0,77,558,4499,3596,4400,3644,24,866,969,3294,27,3654,171,329,557,27.0,20.0,4.0,61,1698,5,157,158,508,6,729,33,32,70,44100.0,78300.0,725.0,920.0,46.0,61.0,0.495645206,0.493839266,0.731132601,0.46096829899999997,0.8532887790000001,0.114751779,0.492559594,51.0
Northeastern State University,11.0,13.0,16.0,3.0,0.0,4.0,38.0,52.0,6.0,2.0,2.0,2.0,30.0,96.0,7.0,14.0,15.0,16.0,14.0,79.0,121.0,113.0,10.0,10.0,Tahlequah,www.nsuok.edu,1,OK,1,33,2,1,16833.0,24333.0,673.0,886.0,616.0,830.0,93,845,4272,2748,4330,2690,1564,167,334,404,6,4198,1364,79,135,34.0,30.0,12.0,62,1372,258,24,45,60,2,759,196,13,15,42200.0,69000.0,836.0,910.0,54.0,70.0,0.472778608,0.476502972,0.700464943,0.470962001,0.802597872,0.123892499,0.48341529299999997,76.0
Rhode Island College,34.0,47.0,21.0,6.0,3.0,4.0,7.0,19.0,3.0,4.0,3.0,5.0,33.0,151.0,28.0,19.0,28.0,53.0,51.0,263.0,101.0,84.0,10.0,7.0,Providence,www.ric.edu,1,RI,1,21,2,1,21640.0,33301.0,1682.0,3050.0,1080.0,2309.0,84,902,5041,2405,5620,1826,38,258,679,1271,7,5408,134,699,18,48.0,43.0,15.0,76,1340,6,42,89,159,1,891,3,147,2,45000.0,78500.0,1200.0,1530.0,52.0,73.0,0.370236601,0.43739522700000005,0.5600625029999999,0.46321409700000005,0.8109321890000001,0.083761139,0.47748453799999996,106.0
Rowan University,91.0,150.0,48.0,5.0,1.0,11.0,97.0,133.0,26.0,21.0,43.0,16.0,51.0,205.0,57.0,53.0,29.0,68.0,13.0,51.0,289.0,157.0,46.0,20.0,Glassboro,www.rowan.edu,1,NJ,1,21,2,1,30337.0,38607.0,6360.0,5929.0,4544.0,4192.0,74,1681,6083,7086,11700,1468,30,912,1592,1520,16,10894,370,625,196,70.0,68.0,43.0,86,2671,5,78,197,228,4,2034,55,54,16,48400.0,86200.0,1400.0,1760.0,58.98746082,75.48119122,0.19812316600000002,0.497137295,0.521894186,0.46057008899999996,0.853985723,0.078324786,0.492812856,181.0
Saint Cloud State University,57.0,96.0,33.0,7.0,4.0,7.0,42.0,54.0,8.0,9.0,15.0,8.0,46.0,128.0,54.0,30.0,32.0,36.0,40.0,163.0,300.0,181.0,5.0,3.0,Saint Cloud,www.stcloudstate.edu,1,MN,1,13,2,1,20040.0,27958.0,2696.0,3414.0,2226.0,3041.0,84,1394,7561,6672,12311,1894,48,831,865,416,10,11648,456,655,1167,50.0,47.0,19.0,72,2105,6,71,109,49,2,1668,50,24,126,48500.0,86900.0,895.0,1145.0,60.0,81.0,0.231127382,0.498084339,0.46320282700000004,0.45978774299999997,0.81094266,0.12099491400000001,0.486403374,116.0
Southern Utah University,18.0,28.0,19.0,5.0,9.0,1.0,35.0,16.0,10.0,4.0,8.0,6.0,29.0,40.0,22.0,15.0,24.0,45.0,21.0,53.0,79.0,38.0,9.0,10.0,Cedar City,https://www.suu.edu/,1,UT,1,33,2,1,19997.0,33277.0,3925.0,4462.0,2711.0,3339.0,92,1075,4600,3435,5761,2274,107,76,131,448,90,6854,55,714,406,47.0,41.0,22.0,64,895,5,6,16,43,7,753,10,23,32,44200.0,81300.0,1340.0,1730.0,66.0,88.0,0.40588277700000003,0.489549781,0.3927933,0.456308774,0.87928583,0.09099839900000001,0.468939211,110.0
State University of New York at New Paltz,94.0,119.0,20.0,2.0,4.0,20.0,32.0,42.0,8.0,7.0,24.0,25.0,27.0,145.0,79.0,148.0,61.0,140.0,5.0,68.0,138.0,104.0,32.0,22.0,New Paltz,www.newpaltz.edu,1,NY,1,21,2,1,23354.0,33204.0,5688.0,8967.0,2134.0,3950.0,91,977,4180,2519,6124,573,12,404,402,1195,9,4814,158,360,397,71.0,70.0,51.0,89,1750,3,81,97,224,1,1152,32,83,77,44800.0,80200.0,1525.0,1810.0,74.0,89.0,0.15650350000000002,0.46933109,0.58036995,0.459902559,0.870487346,0.08887876300000001,0.484843155,192.0
SUNY at Albany,23.0,29.0,125.0,21.0,8.0,17.0,81.0,86.0,50.0,40.0,43.0,34.0,80.0,254.0,344.0,304.0,11.0,28.0,36.87304075,182.1128527,226.0,169.0,55.0,24.0,Albany,www.albany.edu,1,NY,1,13,2,1,25110.0,40190.0,10767.0,11570.0,6347.0,6261.0,77,1972,6317,6590,12095,812,32,1242,2333,2163,23,8802,443,597,1543,67.0,66.0,56.0,82,3003,12,221,474,378,6,1563,84,100,165,49300.0,100500.0,1000.0,1170.0,22.0,26.0,0.117916594,0.499815035,0.688675942,0.44159307,0.84336038,0.042364661,0.47334195799999995,189.0
The College of New Jersey,37.0,59.0,20.0,6.0,3.0,9.0,43.0,56.0,15.0,27.0,42.0,19.0,30.0,111.0,48.0,59.0,46.0,39.0,8.0,64.0,190.0,138.0,32.0,24.0,Ewing,www.tcnj.edu,1,NJ,1,21,2,1,33577.0,44754.0,4991.0,6299.0,2324.0,3171.0,73,1038,4011,2747,6514,244,19,727,429,883,23,4833,31,442,19,87.0,84.0,72.0,95,1647,3,152,78,174,7,1099,12,118,4,54400.0,98300.0,1670.0,1960.0,51.0,60.0,0.06961382099999999,0.48257988,0.5434220439999999,0.45867723200000005,0.8587141159999999,0.057597055999999994,0.48982612700000006,243.0
The University of Texas at Arlington,96.0,174.0,141.0,33.0,19.0,45.0,162.0,239.0,28.0,10.0,44.0,18.0,30.0,103.0,85.0,69.0,90.0,110.0,474.0,2726.0,446.0,394.0,55.0,31.0,Arlington,WWW.UTA.EDU,1,TX,1,11,2,1,23744.0,37048.0,4821.0,5956.0,3297.0,3855.0,83,2232,18471,12162,16170,14463,118,4071,5746,8847,87,16161,1201,901,4856,44.0,40.0,17.0,71,7481,18,754,992,1672,26,3421,205,50,343,52000.0,93600.0,1330.0,1710.0,64.0,87.0,0.49846367799999997,0.478807031,0.7655009540000001,0.459186827,0.642351625,0.090190966,0.476061355,101.0
The University of West Florida,36.0,91.0,86.0,16.0,8.100638978,17.51118211,36.0,60.0,10.0,9.0,28.0,19.0,32.0,93.0,62.0,131.0,24.0,57.0,88.0,378.0,127.0,147.0,20.0,17.0,Pensacola,uwf.edu,1,FL,1,13,2,1,19014.0,31895.0,3129.0,3975.0,1279.0,1672.0,86,1193,5777,4416,7066,3127,59,371,1631,1134,37,8389,546,226,370,46.0,42.0,20.0,72,2144,11,65,197,174,5,1473,104,36,79,42300.0,76800.0,1380.0,1660.0,65.0,85.0,0.425373148,0.49113398700000005,0.5417543979999999,0.458048755,0.845977867,0.08964986400000001,0.467999609,108.0
University at Buffalo,154.0,253.0,116.0,10.0,24.0,30.0,231.0,244.0,55.0,24.0,76.0,55.0,144.0,380.0,272.0,467.0,87.0,87.0,42.0,281.0,611.0,428.0,39.0,18.0,Buffalo,www.buffalo.edu,1,NY,1,21,2,1,25489.0,42729.0,12367.0,11262.0,7714.0,6461.0,72,2535,8826,11127,18459,1494,80,3464,1832,1536,20,14179,577,1793,6315,74.0,72.0,52.0,88,5016,3,649,302,252,3,2412,104,290,1001,50200.0,92100.0,1060.0,1260.0,24.0,29.0,0.13854604199999998,0.49337526,0.705070035,0.456653294,0.855167004,0.043689938,0.468073358,198.0
University of Central Oklahoma,44.0,111.0,36.0,3.0,5.0,9.0,38.0,59.0,5.0,3.0,10.0,22.0,27.0,84.0,36.0,57.0,29.0,62.0,126.0,156.0,312.0,299.0,16.0,21.0,Edmond,www.uco.edu,1,OK,1,21,2,1,22905.0,32666.0,2123.0,2999.0,1533.0,2048.0,80,1605,8781,6286,11425,3642,608,543,1502,1434,27,9675,1376,297,1448,41.0,36.0,10.0,62,2598,103,84,203,189,6,1562,165,44,242,42900.0,76200.0,1248.4038460000002,1527.7227560000001,54.0,72.0,0.36660754100000004,0.486321644,0.647633383,0.460916635,0.78966115,0.083091533,0.484582405,87.0
University of Colorado Denver/Anschutz Medical Campus,38.0,81.0,16.0,2.0,2.0,6.0,74.0,150.0,7.0,10.0,14.0,6.0,44.0,116.0,124.0,147.0,122.0,90.0,61.0,315.0,216.0,170.0,4.0,18.0,Denver,www.ucdenver.edu/,1,CO,1,11,2,1,34672.75504,41856.580689999995,3380.0,5235.0,2154.0,3654.0,71,885,7680,6356,10736,3300,93,1842,942,3680,23,13229,865,1480,1517,45.0,41.0,16.0,68,2166,6,170,103,307,5,1167,78,85,245,49900.0,92800.0,970.0,1220.0,59.0,77.0,0.359691903,0.49558634100000004,0.64784964,0.45481378,0.851574244,0.110148947,0.49560066700000005,102.0
University of Hawaii at Hilo,20.0,28.0,9.0,1.0,7.0,4.0,26.0,45.0,4.0,3.0,18.0,13.0,12.0,58.0,28.0,54.0,5.0,10.0,46.0,100.0,22.0,25.0,4.0,7.0,Hilo,www.hilo.hawaii.edu,1,HI,1,33,2,1,22288.0,35248.0,533.0,997.0,356.0,734.0,81,347,2001,1259,2387,873,22,777,43,482,377,817,1157,18,136,41.0,36.0,8.0,63,750,3,192,10,76,64,174,207,4,20,42900.0,71300.0,830.0,1050.0,50.0,70.0,0.39227867299999997,0.47424291799999996,0.8864634490000001,0.46908161600000003,0.855337508,0.11285642800000001,0.47463940600000004,85.0
University of Massachusetts-Dartmouth,42.56429652,80.27836611,30.0,6.0,0.0,8.0,23.0,40.0,11.0,5.0,9.0,9.0,17.0,100.0,61.0,76.0,35.0,59.0,24.0,148.0,257.0,158.0,26.0,11.0,North Dartmouth,www.umassd.edu,1,MA,1,22,2,1,28430.0,42715.0,3631.0,3960.0,2743.0,3046.0,91,1359,3519,3776,6251,1043,20,304,1056,675,3,5434,289,522,613,51.0,49.0,30.0,75,1385,2,54,148,65,1,997,42,60,16,50000.0,90900.0,1350.0,1680.0,19.0,25.0,0.24512738399999998,0.49944790200000005,0.599533101,0.457872942,0.8268524629999999,0.02822662,0.47984901,130.0
University of South Carolina-Columbia,100.0,290.0,111.0,25.0,10.0,26.0,238.0,394.0,27.0,20.0,48.0,24.0,79.0,185.0,193.0,153.0,101.0,140.0,85.0,408.0,799.0,698.0,63.0,31.0,Columbia,www.sc.edu/,1,SC,1,12,2,1,26288.0,45716.0,10617.0,15121.0,7150.0,9460.0,91,4482,13529,11708,23755,1482,73,945,3392,1332,34,24886,1104,413,1545,74.0,73.0,54.0,87,5417,11,135,536,252,2,4192,185,40,64,46900.0,84700.0,1110.0,1290.0,25.0,30.0,0.110554134,0.49741646799999994,0.440752963,0.458751788,0.8162629029999999,0.043820555,0.463605469,201.0
University of South Carolina-Columbia,100.0,290.0,111.0,25.0,10.0,26.0,238.0,394.0,27.0,20.0,48.0,24.0,79.0,185.0,193.0,153.0,101.0,140.0,85.0,408.0,799.0,698.0,63.0,31.0,Columbia,www.sc.edu/,1,SC,1,12,2,1,26288.0,45716.0,10617.0,15121.0,7150.0,9460.0,91,4482,13529,11708,23755,1482,73,945,3392,1332,34,24886,1104,413,1545,74.0,73.0,54.0,87,5417,11,135,536,252,2,4192,185,40,64,46900.0,84700.0,1110.0,1290.0,25.0,30.0,0.110554134,0.49741646799999994,0.440752963,0.458751788,0.8162629029999999,0.043820555,0.463605469,201.0
University of Wisconsin-Oshkosh,62.0,84.0,31.0,9.0,6.0,20.0,42.0,54.0,10.0,4.0,32.0,9.0,17.0,77.0,57.0,30.0,38.0,46.0,35.0,220.0,171.0,147.0,26.0,4.0,Oshkosh,www.uwosh.edu,1,WI,1,13,2,1,18844.0,26417.0,1943.0,2812.0,1545.0,2330.0,78,1318,7499,5203,11150,1550,89,523,264,487,10,12193,300,56,129,56.0,54.0,17.0,78,1945,12,70,26,41,1,1756,20,1,18,45300.0,77800.0,1248.4038460000002,1527.7227560000001,58.0,73.0,0.214320304,0.483701184,0.24391501100000001,0.465152347,0.852084035,0.086091859,0.48601300799999997,127.0
University of Wisconsin-Stevens Point,44.0,63.0,40.0,12.0,9.0,19.0,67.0,113.0,9.0,12.0,24.0,6.0,23.0,75.0,61.0,48.0,42.0,106.0,41.0,147.0,135.0,74.0,15.0,6.0,Stevens Point,www.uwsp.edu,1,WI,1,32,2,1,18290.0,26557.0,1987.0,2394.0,1783.0,2163.0,79,1273,4634,4235,8014,855,48,260,222,336,6,8050,192,8,143,60.0,58.0,22.0,76,1909,6,34,21,53,1,1733,33,2,26,43000.0,75400.0,1248.4038460000002,1527.7227560000001,64.0,82.0,0.174238895,0.499044301,0.24216087100000003,0.462562115,0.8798114709999999,0.09496699800000001,0.483020547,140.0
University of Wisconsin-Whitewater,83.0,109.0,29.0,5.0,5.0,13.0,43.0,47.0,17.0,10.0,19.0,7.0,22.0,84.0,99.0,74.0,64.0,57.0,2.0,35.0,465.0,273.0,15.0,11.0,Whitewater,www.uww.edu,1,WI,1,32,2,1,17676.0,26249.0,2975.0,3107.0,2356.0,2540.0,78,1663,5558,5593,10133,1017,24,227,549,663,8,10135,577,11,166,57.0,55.0,28.0,81,2207,8,23,78,89,1,1926,60,1,21,46100.0,83900.0,1310.0,1650.0,64.0,83.0,0.165797588,0.5000399170000001,0.322275933,0.45773014799999995,0.742573079,0.090177115,0.480964584,140.0
Wayne State University,60.0,80.0,47.0,13.0,21.0,34.0,97.0,89.0,20.0,7.0,46.0,29.0,93.0,288.0,62.0,106.0,86.0,111.0,77.0,250.0,295.0,231.0,22.0,9.0,Detroit,www.wayne.edu,1,MI,1,11,2,1,25357.0,39308.0,4174.0,5835.0,3377.0,4617.0,93,1959,9761,7826,13152,4432,72,2024,4460,1056,22,15020,781,1288,2417,38.0,32.0,11.0,77,3072,11,222,473,84,5,1878,100,205,94,48000.0,86100.0,1248.4038460000002,1527.7227560000001,58.0,79.0,0.37706037600000003,0.49397539799999995,0.649469837,0.459642383,0.859788938,0.089664436,0.476734922,81.0
